date,state,number_of_iclaims,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,state_code,POPESTIMATE2019,name,description,latitude,longitude,Stay At Home Order Date,Emergency Declaration Date
2020-03-18,CA,,611.0,7981.0,,,,,,,,,2020-03-18T20:00:00Z,13.0,,8592.0,8592.0,8592.0,06,2.0,0.0,0.0,128.0,128.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-17,CA,,483.0,7981.0,,,,,,,,,2020-03-17T20:00:00Z,11.0,,8464.0,8464.0,8464.0,06,5.0,0.0,0.0,148.0,148.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-16,CA,,335.0,7981.0,,,,,,,,,2020-03-16T20:00:00Z,6.0,,8316.0,8316.0,8316.0,06,1.0,0.0,7065.0,42.0,7107.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-15,CA,,293.0,916.0,,,,,,,,,2020-03-15T20:00:00Z,5.0,,1209.0,1209.0,1209.0,06,0.0,0.0,0.0,41.0,41.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-13,CA,,202.0,916.0,,,,,,,,,2020-03-13T20:00:00Z,4.0,,1118.0,1118.0,1118.0,06,0.0,0.0,0.0,0.0,0.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-12,CA,,202.0,916.0,,,,,,,,,2020-03-12T20:00:00Z,4.0,,1118.0,1118.0,1118.0,06,4.0,0.0,0.0,45.0,45.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-11,CA,,157.0,916.0,,,,,,,,,2020-03-11T20:00:00Z,,,1073.0,1073.0,1073.0,06,0.0,0.0,226.0,24.0,250.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-10,CA,,133.0,690.0,,,,,,,,,2020-03-10T20:00:00Z,,,823.0,823.0,823.0,06,0.0,0.0,0.0,19.0,19.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-09,CA,,114.0,690.0,,,,,,,,,2020-03-09T20:00:00Z,,,804.0,804.0,804.0,06,0.0,0.0,228.0,26.0,254.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-08,CA,,88.0,462.0,,,,,,,,,2020-03-08T20:00:00Z,,,550.0,550.0,550.0,06,0.0,0.0,0.0,19.0,19.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-06,CA,,60.0,462.0,,,,,,,,,2020-03-06T21:00:00Z,,,522.0,522.0,522.0,06,0.0,0.0,0.0,7.0,7.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-05,CA,,53.0,462.0,,,,,,,,,2020-03-05T21:00:00Z,,,515.0,515.0,515.0,06,0.0,0.0,0.0,0.0,0.0,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-04,CA,,53.0,462.0,,,,,,,,,2020-03-04T21:00:00Z,,,515.0,515.0,515.0,06,,,,,,CA,39512223.0,California,Sacramento,38.576668,-121.493629,2020-03-19,2020-03-11
2020-03-07,CO,1865,8.0,55.0,69.0,,,,,,,,2020-03-07T21:00:00Z,,,132.0,63.0,63.0,08,0.0,0.0,9.0,6.0,15.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-14,CO,2321,101.0,610.0,,,,,,,,,2020-03-14T20:00:00Z,1.0,,711.0,711.0,711.0,08,1.0,0.0,86.0,29.0,115.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-21,CO,19774,363.0,3317.0,,,44.0,,,,,,2020-03-21T20:00:00Z,4.0,44.0,3680.0,3680.0,3680.0,08,1.0,44.0,642.0,86.0,728.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-28,CO,61838,1734.0,9942.0,,,239.0,,,,,,2020-03-28T20:00:00Z,31.0,239.0,11676.0,11676.0,11676.0,08,7.0,55.0,1250.0,304.0,1554.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-14,CO,,7691.0,31051.0,,,1493.0,,,,,,2020-04-14T20:00:00Z,308.0,1493.0,38742.0,38742.0,38742.0,08,4.0,21.0,1201.0,7.0,1208.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-13,CO,,7684.0,29850.0,,,1472.0,,,,,,2020-04-13T20:00:00Z,304.0,1472.0,37534.0,37534.0,37534.0,08,30.0,96.0,1870.0,791.0,2661.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-12,CO,,6893.0,27980.0,,,1376.0,,,,,,2020-04-12T20:00:00Z,274.0,1376.0,34873.0,34873.0,34873.0,08,24.0,64.0,1837.0,383.0,2220.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-11,CO,,6510.0,26143.0,,,1312.0,,,,,,2020-04-11T20:00:00Z,250.0,1312.0,32653.0,32653.0,32653.0,08,0.0,0.0,0.0,0.0,0.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-10,CO,,6510.0,26143.0,,,1312.0,,,,,,2020-04-10T20:00:00Z,250.0,1312.0,32653.0,32653.0,32653.0,08,57.0,150.0,2599.0,855.0,3454.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-09,CO,,5655.0,23544.0,,,1162.0,,,,,,2020-04-09T20:00:00Z,193.0,1162.0,29199.0,29199.0,29199.0,08,14.0,83.0,879.0,226.0,1105.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-08,CO,,5429.0,22665.0,,,1079.0,,,,,,2020-04-08T20:00:00Z,179.0,1079.0,28094.0,28094.0,28094.0,08,29.0,85.0,962.0,257.0,1219.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-07,CO,,5172.0,21703.0,,,994.0,,,,,,2020-04-07T20:00:00Z,150.0,994.0,26875.0,26875.0,26875.0,08,10.0,70.0,880.0,222.0,1102.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-06,CO,,4950.0,20823.0,,,924.0,,,,,,2020-04-06T20:00:00Z,140.0,924.0,25773.0,25773.0,25773.0,08,14.0,49.0,1488.0,385.0,1873.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-05,CO,,4565.0,19335.0,,,875.0,,,,,,2020-04-05T20:00:00Z,126.0,875.0,23900.0,23900.0,23900.0,08,15.0,52.0,1437.0,392.0,1829.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-04,CO,,4173.0,17898.0,,,823.0,,,,,,2020-04-04T20:00:00Z,111.0,823.0,22071.0,22071.0,22071.0,08,14.0,113.0,1215.0,445.0,1660.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-03,CO,,3728.0,16683.0,,,710.0,,,,,,2020-04-03T20:00:00Z,97.0,710.0,20411.0,20411.0,20411.0,08,17.0,90.0,1380.0,386.0,1766.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-02,CO,,3342.0,15303.0,,,620.0,,,,,,2020-04-02T20:00:00Z,80.0,620.0,18645.0,18645.0,18645.0,08,11.0,111.0,1420.0,376.0,1796.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-04-01,CO,,2966.0,13883.0,,,509.0,,,,,,2020-04-01T20:00:00Z,69.0,509.0,16849.0,16849.0,16849.0,08,18.0,95.0,1146.0,339.0,1485.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-31,CO,,2627.0,12737.0,,,414.0,,,,,,2020-03-31T20:00:00Z,51.0,414.0,15364.0,15364.0,15364.0,08,0.0,0.0,0.0,0.0,0.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-30,CO,,2627.0,12737.0,,,414.0,,,,,,2020-03-30T20:00:00Z,51.0,414.0,15364.0,15364.0,15364.0,08,7.0,140.0,1522.0,566.0,2088.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-29,CO,,2061.0,11215.0,,,274.0,,,,,,2020-03-29T20:00:00Z,44.0,274.0,13276.0,13276.0,13276.0,08,13.0,35.0,1273.0,327.0,1600.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-27,CO,,1430.0,8692.0,,,184.0,,,,,,2020-03-27T20:00:00Z,24.0,184.0,10122.0,10122.0,10122.0,08,5.0,36.0,1714.0,344.0,2058.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-26,CO,,1086.0,6978.0,,,148.0,,,,,,2020-03-26T20:00:00Z,19.0,148.0,8064.0,8064.0,8064.0,08,8.0,64.0,189.0,174.0,363.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-25,CO,,912.0,6789.0,,,84.0,,,,,,2020-03-25T20:00:00Z,11.0,84.0,7701.0,7701.0,7701.0,08,4.0,12.0,1285.0,192.0,1477.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-24,CO,,720.0,5504.0,,,72.0,,,,,,2020-03-24T20:00:00Z,7.0,72.0,6224.0,6224.0,6224.0,08,1.0,14.0,659.0,129.0,788.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-23,CO,,591.0,4845.0,,,58.0,,,,,,2020-03-23T20:00:00Z,6.0,58.0,5436.0,5436.0,5436.0,08,1.0,9.0,770.0,116.0,886.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-22,CO,,475.0,4075.0,,,49.0,,,,,,2020-03-22T20:00:00Z,5.0,49.0,4550.0,4550.0,4550.0,08,1.0,5.0,758.0,112.0,870.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-20,CO,,277.0,2675.0,,,,,,,,,2020-03-20T20:00:00Z,3.0,,2952.0,2952.0,2952.0,08,1.0,0.0,563.0,61.0,624.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-19,CO,,216.0,2112.0,,,,,,,,,2020-03-19T20:00:00Z,2.0,,2328.0,2328.0,2328.0,08,0.0,0.0,495.0,33.0,528.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-18,CO,,183.0,1617.0,,,,,,,,,2020-03-18T20:00:00Z,2.0,,1800.0,1800.0,1800.0,08,1.0,0.0,561.0,23.0,584.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-17,CO,,160.0,1056.0,,,,,,,,,2020-03-17T20:00:00Z,1.0,,1216.0,1216.0,1216.0,08,0.0,0.0,429.0,29.0,458.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-16,CO,,131.0,627.0,,,,,,,,,2020-03-16T20:00:00Z,1.0,,758.0,758.0,758.0,08,0.0,0.0,0.0,0.0,0.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
2020-03-15,CO,,131.0,627.0,,,,,,,,,2020-03-15T20:00:00Z,1.0,,758.0,758.0,758.0,08,0.0,0.0,17.0,30.0,47.0,CO,5758736.0,Colorado,Denver,39.739227,-104.98485600000001,2020-03-26,2020-03-10
